run_games,seed,run_mode,competitors,rotate_seats,daily_conditions,workers,code_revision,elapsed_seconds,card,free_pick_rate,free_pick_offers,free_picks,win_rate,win_credit_when_acquired,player_games_with_card,fun_added,fun_total_with_card,player_games_without_card,fun_total_without_card,offers,picks,pick_rate,acquisitions,plays,plays_without_acquisition,play_rate,win_rate_when_picked,win_rate_when_acquired
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Cheesy Phone Game,0.5714285714285714,7,4,0.0,0.0,6,-3.1794871794871824,283,26,1309,7,4,0.5714285714285714,6,6,0,1.0,0.0,0.0
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Christmas Name Draw,0.08928571428571429,56,5,0.0,0.0,5,-0.4148148148148181,247,27,1345,56,5,0.08928571428571429,5,4,0,0.8,0.0,0.0
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Chuck a Frisbee,0.5,10,5,0.3333333333333333,2.0,6,2.7692307692307665,312,26,1280,12,5,0.4166666666666667,18,12,0,0.6666666666666666,0.4,0.3333333333333333
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Civilization the Board Game,0.0641025641025641,78,5,0.5714285714285714,4.0,7,4.159999999999997,371,25,1221,78,5,0.0641025641025641,7,2,0,0.2857142857142857,0.6,0.5714285714285714
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Classic Book,0.875,8,7,0.25,2.0,8,-1.1666666666666643,391,24,1201,8,7,0.875,8,8,0,1.0,0.2857142857142857,0.25
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Cliff Climbing,0.27586206896551724,29,8,0.25,2.0,8,-2.6666666666666643,382,24,1210,29,8,0.27586206896551724,8,7,0,0.875,0.25,0.25
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Colouring,0.1875,16,3,0.2,1.0,5,-0.17777777777777715,248,27,1344,16,3,0.1875,5,4,0,0.8,0.0,0.2
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Couch Tube,0.15384615384615385,39,6,0.6666666666666666,4.0,6,2.3589743589743577,310,26,1282,39,6,0.15384615384615385,6,3,0,0.5,0.6666666666666666,0.6666666666666666
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Date's First Nos,0.0625,64,4,0.3333333333333333,2.0,6,2.564102564102569,311,26,1281,65,4,0.06153846153846154,6,0,0,0.0,0.5,0.3333333333333333
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Decaf,1.0,3,3,0.5,2.0,4,2.5714285714285694,208,28,1384,3,3,1.0,4,2,0,0.5,0.3333333333333333,0.5
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Dishwashing,0.6666666666666666,9,6,0.5,3.0,6,-0.1025641025641022,298,26,1294,9,6,0.6666666666666666,6,1,0,0.16666666666666666,0.5,0.5
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Dock Fishing,1.0,4,4,0.6,3.0,5,2.6666666666666643,260,27,1332,4,4,1.0,5,5,0,1.0,0.5,0.6
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Doritos,0.8,5,4,0.16666666666666666,1.0,6,-2.7692307692307665,285,26,1307,5,4,0.8,6,4,0,0.6666666666666666,0.0,0.16666666666666666
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Doxology,1.0,1,1,0.0,0.0,4,-4.571428571428569,183,28,1409,1,1,1.0,4,2,0,0.5,0.0,0.0
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Dumbed Down Settlers,1.0,3,3,0.3333333333333333,1.0,3,0.6436781609195421,151,29,1441,3,3,1.0,3,3,0,1.0,0.3333333333333333,0.3333333333333333
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Early Bedtime,0.5,10,5,0.4,2.0,5,1.0074074074074062,253,27,1339,10,5,0.5,5,3,0,0.6,0.4,0.4
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Epic Duels,0.8571428571428571,7,6,0.0,0.0,7,-3.702857142857148,328,25,1264,7,6,0.8571428571428571,7,6,0,0.8571428571428571,0.0,0.0
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Epic Playlist,0.3333333333333333,12,4,0.2,1.0,5,1.24444444444444,254,27,1338,12,4,0.3333333333333333,5,1,0,0.2,0.25,0.2
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Epic Prank,0.2857142857142857,21,6,0.16666666666666666,1.0,6,0.3076923076923066,300,26,1292,21,6,0.2857142857142857,6,6,0,1.0,0.16666666666666666,0.16666666666666666
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Euchre,0.5,8,4,0.5,2.0,4,2.0,206,28,1386,8,4,0.5,4,3,0,0.75,0.5,0.5
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Euchre Tournament,0.19047619047619047,21,4,0.0,0.0,5,-0.6518518518518519,246,27,1346,21,4,0.19047619047619047,5,3,0,0.6,0.0,0.0
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Euchre Tournament Awards Ceremony,0.08955223880597014,67,6,0.16666666666666666,1.0,6,-2.1538461538461533,288,26,1304,69,6,0.08695652173913043,6,2,0,0.3333333333333333,0.16666666666666666,0.16666666666666666
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Evening Chat,0.8,5,4,0.0,0.0,4,-3.7142857142857153,186,28,1406,5,4,0.8,4,4,0,1.0,0.0,0.0
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Evening on the Dock,0.14814814814814814,27,4,0.16666666666666666,1.0,6,-0.9230769230769198,294,26,1298,27,4,0.14814814814814814,6,2,0,0.3333333333333333,0.25,0.16666666666666666
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Fajitas,0.14814814814814814,27,4,0.0,0.0,6,1.7435897435897445,307,26,1285,28,5,0.17857142857142858,6,6,0,1.0,0.0,0.0
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Family Baseball Game,0.7142857142857143,7,5,0.4,2.0,5,1.0074074074074062,253,27,1339,7,5,0.7142857142857143,5,5,0,1.0,0.4,0.4
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Fancy Craft,0.05194805194805195,77,4,0.5,3.0,6,-0.1025641025641022,298,26,1294,79,5,0.06329113924050633,6,3,0,0.5,0.6,0.5
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Fancy Floatie,1.0,7,7,0.42857142857142855,3.0,7,0.3200000000000003,350,25,1242,7,7,1.0,7,3,0,0.42857142857142855,0.42857142857142855,0.42857142857142855
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Fishing Boat,0.11764705882352941,34,4,0.2,1.0,5,2.4296296296296234,259,27,1333,34,4,0.11764705882352941,5,1,0,0.2,0.25,0.2
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Fishing Evening,0.0,0,0,0.0,0.0,3,-4.137931034482762,138,29,1454,0,0,0.0,3,2,1,0.5,0.0,0.0
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Fishing Morning,1.0,4,4,0.4,2.0,5,1.481481481481481,255,27,1337,4,4,1.0,5,4,0,0.8,0.5,0.4
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Fit to Print,1.0,2,2,0.2,1.0,5,-3.0222222222222186,236,27,1356,2,2,1.0,5,3,0,0.6,0.5,0.2
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Floating,1.0,3,3,0.0,0.0,3,-4.8735632183907995,136,29,1456,3,3,1.0,3,2,0,0.6666666666666666,0.0,0.0
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Forced Family Fun,0.2,25,5,0.2,1.0,5,-3.0222222222222186,236,27,1356,25,5,0.2,5,2,0,0.4,0.2,0.2
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Grocery Store Run,0.09090909090909091,22,2,0.0,0.0,4,0.0,199,28,1393,23,3,0.13043478260869565,4,2,0,0.5,0.0,0.0
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Group Dinner,0.75,4,3,0.25,1.0,4,2.5714285714285694,208,28,1384,4,3,0.75,4,4,0,1.0,0.3333333333333333,0.25
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,High-End Red,0.09375,32,3,0.3333333333333333,2.0,6,2.974358974358971,313,26,1279,32,3,0.09375,6,2,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,High-End White,0.8333333333333334,6,5,0.2,1.0,5,0.2962962962962976,250,27,1342,6,5,0.8333333333333334,5,4,0,0.8,0.2,0.2
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Hold the Baby,0.10526315789473684,38,4,0.0,0.0,4,-5.142857142857146,181,28,1411,38,4,0.10526315789473684,4,2,0,0.5,0.0,0.0
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Ice Cream Sandwich,1.0,3,3,0.0,0.0,3,-5.241379310344826,135,29,1457,3,3,1.0,3,2,0,0.6666666666666666,0.0,0.0
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Ice Wine,0.07272727272727272,55,4,0.2,1.0,5,2.4296296296296234,259,27,1333,56,5,0.08928571428571429,5,1,0,0.2,0.2,0.2
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Johnny Appleseed,0.5454545454545454,11,6,0.3333333333333333,2.0,6,-0.9230769230769198,294,26,1298,11,6,0.5454545454545454,6,6,0,1.0,0.3333333333333333,0.3333333333333333
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Kayak,0.8571428571428571,7,6,0.2857142857142857,2.0,7,0.8685714285714283,353,25,1239,7,6,0.8571428571428571,7,7,0,1.0,0.3333333333333333,0.2857142857142857
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Keeper,0.5,8,4,0.2,1.0,5,1.0074074074074062,253,27,1339,8,4,0.5,5,5,1,0.8333333333333334,0.25,0.2
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Kneeboard,0.3333333333333333,12,4,0.4,2.0,5,0.7703703703703724,252,27,1340,12,4,0.3333333333333333,5,5,0,1.0,0.25,0.4
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Last Year's Shorts,0.07936507936507936,63,5,0.0,0.0,5,-3.7333333333333343,233,27,1359,63,5,0.07936507936507936,5,0,0,0.0,0.0,0.0
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Leftovers,0.16666666666666666,30,5,0.4,2.0,5,-0.8888888888888857,245,27,1347,30,5,0.16666666666666666,5,4,0,0.8,0.4,0.4
8,20260906,four-galaxybrain,"Galaxybrain,Galaxybrain,Galaxybrain,Galaxybrain",True,True,16,540728d1e0232c44ff7c4559ea19da54b2a71a1a+dirty,8.215,Long Distance Visitors,0.2,10,2,0.25,1.0,4,-2.2857142857142847,191,28,1401,10,2,0.2,4,3,0,0.75,0.0,0.25
